word	nodeType	synsetCount	unit
bright	ADJ	11	jacobs-ladder-script
fresh	ADJ	13	jacobs-ladder-script
huge	ADJ	1	jacobs-ladder-script
empty	ADJ	10	jacobs-ladder-script
more	ADJ	5	jacobs-ladder-script
fundamental	ADJ	5	jacobs-ladder-script
doc-	ADJ	0	jacobs-ladder-script
individual	ADJ	6	jacobs-ladder-script
about	ADJ	8	jacobs-ladder-script
asleep	ADJ	5	jacobs-ladder-script
amazing	ADJ	4	jacobs-ladder-script
other	ADJ	4	jacobs-ladder-script
human	ADJ	4	jacobs-ladder-script
capable	ADJ	5	jacobs-ladder-script
direct	ADJ	24	jacobs-ladder-script
superior	ADJ	13	jacobs-ladder-script
upper	ADJ	6	jacobs-ladder-script
double	ADJ	21	jacobs-ladder-script
eternal	ADJ	2	jacobs-ladder-script
important	ADJ	5	jacobs-ladder-script
separate	ADJ	19	jacobs-ladder-script
impossible	ADJ	4	jacobs-ladder-script
unconscious	ADJ	4	jacobs-ladder-script
little	ADJ	10	jacobs-ladder-script
surprised	ADJ	4	jacobs-ladder-script
unhappy	ADJ	4	jacobs-ladder-script
sudden	ADJ	1	jacobs-ladder-script
long	ADJ	12	jacobs-ladder-script
several	ADJ	3	jacobs-ladder-script
happy	ADJ	4	jacobs-ladder-script
old	ADJ	9	jacobs-ladder-script
postal	ADJ	1	jacobs-ladder-script
surprised	ADJ	4	jacobs-ladder-script
judgemental	ADJ	0	jacobs-ladder-script
good	ADJ	27	jacobs-ladder-script
34th	ADJ	1	jacobs-ladder-script
many	ADJ	1	jacobs-ladder-script
surprised	ADJ	4	jacobs-ladder-script
last	ADJ	21	jacobs-ladder-script
last	ADJ	21	jacobs-ladder-script
bad	ADJ	17	jacobs-ladder-script
small	ADJ	13	jacobs-ladder-script
other	ADJ	4	jacobs-ladder-script
brilliant	ADJ	6	jacobs-ladder-script
sub-	ADJ	0	jacobs-ladder-script
fiery	ADJ	3	jacobs-ladder-script
fatherly	ADJ	1	jacobs-ladder-script
great	ADJ	7	jacobs-ladder-script
quiet	ADJ	13	jacobs-ladder-script
empty	ADJ	10	jacobs-ladder-script
More	ADJ	5	jacobs-ladder-script
augus-	ADJ	0	jacobs-ladder-script
surprised	ADJ	4	jacobs-ladder-script
unsettling	ADJ	1	jacobs-ladder-script
little	ADJ	10	jacobs-ladder-script
fleshy	ADJ	2	jacobs-ladder-script
literary	ADJ	3	jacobs-ladder-script
biblical	ADJ	2	jacobs-ladder-script
20th	ADJ	1	jacobs-ladder-script
uneasy	ADJ	5	jacobs-ladder-script
easy	ADJ	15	jacobs-ladder-script
more	ADJ	5	jacobs-ladder-script
only	ADJ	9	jacobs-ladder-script
spiritual	ADJ	5	jacobs-ladder-script
fit	ADJ	16	jacobs-ladder-script
afraid	ADJ	4	jacobs-ladder-script
delicate	ADJ	7	jacobs-ladder-script
empirical	ADJ	2	jacobs-ladder-script
enternal	ADJ	0	jacobs-ladder-script
worldly	ADJ	2	jacobs-ladder-script
good	ADJ	27	jacobs-ladder-script
enough	ADJ	3	jacobs-ladder-script
disturbed	ADJ	9	jacobs-ladder-script
pathological	ADJ	3	jacobs-ladder-script
willing	ADJ	6	jacobs-ladder-script
own	ADJ	2	jacobs-ladder-script
lonely	ADJ	4	jacobs-ladder-script
strong	ADJ	10	jacobs-ladder-script
first	ADJ	16	jacobs-ladder-script
good	ADJ	27	jacobs-ladder-script
original	ADJ	6	jacobs-ladder-script
imaginative	ADJ	1	jacobs-ladder-script
old	ADJ	9	jacobs-ladder-script
surprised	ADJ	4	jacobs-ladder-script
stern	ADJ	7	jacobs-ladder-script
uncomfortable	ADJ	2	jacobs-ladder-script
strange	ADJ	3	jacobs-ladder-script
terrifying	ADJ	2	jacobs-ladder-script
shocking	ADJ	9	jacobs-ladder-script
full	ADJ	13	jacobs-ladder-script
three-	ADJ	0	jacobs-ladder-script
dimensional	ADJ	2	jacobs-ladder-script
physical	ADJ	7	jacobs-ladder-script
new	ADJ	12	jacobs-ladder-script
exotic	ADJ	2	jacobs-ladder-script
exciting	ADJ	10	jacobs-ladder-script
new	ADJ	12	jacobs-ladder-script
dorsal	ADJ	2	jacobs-ladder-script
armored	ADJ	4	jacobs-ladder-script
long	ADJ	12	jacobs-ladder-script
reptilian	ADJ	2	jacobs-ladder-script
biological	ADJ	2	jacobs-ladder-script
new	ADJ	12	jacobs-ladder-script
perverse	ADJ	3	jacobs-ladder-script
corrupt	ADJ	8	jacobs-ladder-script
normal	ADJ	5	jacobs-ladder-script
long	ADJ	12	jacobs-ladder-script
thin	ADJ	13	jacobs-ladder-script
domineering	ADJ	2	jacobs-ladder-script
spastic	ADJ	4	jacobs-ladder-script
delirious	ADJ	2	jacobs-ladder-script
other	ADJ	4	jacobs-ladder-script
orgiastic	ADJ	2	jacobs-ladder-script
desperate	ADJ	7	jacobs-ladder-script
dark	ADJ	16	jacobs-ladder-script
strange	ADJ	3	jacobs-ladder-script
bright	ADJ	11	jacobs-ladder-script
large	ADJ	11	jacobs-ladder-script
total	ADJ	7	jacobs-ladder-script
sparkling	ADJ	7	jacobs-ladder-script
exhilarating	ADJ	3	jacobs-ladder-script
dazzling	ADJ	4	jacobs-ladder-script
sensual	ADJ	2	jacobs-ladder-script
spectacular	ADJ	4	jacobs-ladder-script
compelling	ADJ	4	jacobs-ladder-script
tangible	ADJ	4	jacobs-ladder-script
celestial	ADJ	3	jacobs-ladder-script
infinite	ADJ	5	jacobs-ladder-script
majestic	ADJ	3	jacobs-ladder-script
awesome	ADJ	1	jacobs-ladder-script
other	ADJ	4	jacobs-ladder-script
worldly	ADJ	2	jacobs-ladder-script
difficult	ADJ	2	jacobs-ladder-script
celestial	ADJ	3	jacobs-ladder-script
hard	ADJ	22	jacobs-ladder-script
insistent	ADJ	2	jacobs-ladder-script
heavy	ADJ	30	jacobs-ladder-script
intense	ADJ	3	jacobs-ladder-script
red	ADJ	7	jacobs-ladder-script
blue	ADJ	16	jacobs-ladder-script
real	ADJ	13	jacobs-ladder-script
young	ADJ	14	jacobs-ladder-script
smug	ADJ	1	jacobs-ladder-script
large	ADJ	11	jacobs-ladder-script
inevitable	ADJ	3	jacobs-ladder-script
good	ADJ	27	jacobs-ladder-script
apt	ADJ	4	jacobs-ladder-script
close	ADJ	37	jacobs-ladder-script
defeatist	ADJ	1	jacobs-ladder-script
positive	ADJ	13	jacobs-ladder-script
only	ADJ	9	jacobs-ladder-script
other	ADJ	4	jacobs-ladder-script
blank	ADJ	8	jacobs-ladder-script
dark	ADJ	16	jacobs-ladder-script
warm	ADJ	13	jacobs-ladder-script
sudden	ADJ	1	jacobs-ladder-script
hallucinogenic	ADJ	1	jacobs-ladder-script
starry	ADJ	1	jacobs-ladder-script
momentary	ADJ	1	jacobs-ladder-script
sexual	ADJ	3	jacobs-ladder-script
lovely	ADJ	3	jacobs-ladder-script
radiant	ADJ	1	jacobs-ladder-script
ecstatic	ADJ	1	jacobs-ladder-script
comfortable	ADJ	5	jacobs-ladder-script
dark	ADJ	16	jacobs-ladder-script
fake	ADJ	8	jacobs-ladder-script
strange	ADJ	3	jacobs-ladder-script
precise	ADJ	2	jacobs-ladder-script
impossible	ADJ	4	jacobs-ladder-script
primordial	ADJ	1	jacobs-ladder-script
active	ADJ	17	jacobs-ladder-script
rocky	ADJ	4	jacobs-ladder-script
barren	ADJ	4	jacobs-ladder-script
solid	ADJ	18	jacobs-ladder-script
red	ADJ	7	jacobs-ladder-script
fiery	ADJ	3	jacobs-ladder-script
huge	ADJ	1	jacobs-ladder-script
white	ADJ	25	jacobs-ladder-script
dead	ADJ	21	jacobs-ladder-script
solid	ADJ	18	jacobs-ladder-script
blank	ADJ	8	jacobs-ladder-script
fetal	ADJ	1	jacobs-ladder-script
right	ADJ	36	jacobs-ladder-script
right	ADJ	36	jacobs-ladder-script
afraid	ADJ	4	jacobs-ladder-script
own	ADJ	2	jacobs-ladder-script
tender	ADJ	18	jacobs-ladder-script
comforting	ADJ	4	jacobs-ladder-script
white	ADJ	25	jacobs-ladder-script
sterile	ADJ	3	jacobs-ladder-script
reddish	ADJ	1	jacobs-ladder-script
dimensional	ADJ	2	jacobs-ladder-script
dimensional	ADJ	2	jacobs-ladder-script
solid	ADJ	18	jacobs-ladder-script
transmuted	ADJ	3	jacobs-ladder-script
several	ADJ	3	jacobs-ladder-script
traditional	ADJ	2	jacobs-ladder-script
mournful	ADJ	2	jacobs-ladder-script
drugged	ADJ	3	jacobs-ladder-script
tiny	ADJ	1	jacobs-ladder-script
huge	ADJ	1	jacobs-ladder-script
hallucinogenic	ADJ	1	jacobs-ladder-script
dead	ADJ	21	jacobs-ladder-script
endless	ADJ	4	jacobs-ladder-script
countless	ADJ	1	jacobs-ladder-script
own	ADJ	2	jacobs-ladder-script
sharp	ADJ	15	jacobs-ladder-script
surgical	ADJ	3	jacobs-ladder-script
bright	ADJ	11	jacobs-ladder-script
great	ADJ	7	jacobs-ladder-script
strange	ADJ	3	jacobs-ladder-script
human	ADJ	4	jacobs-ladder-script
contradictory	ADJ	5	jacobs-ladder-script
sincere	ADJ	2	jacobs-ladder-script
compassionate	ADJ	2	jacobs-ladder-script
same	ADJ	6	jacobs-ladder-script
own	ADJ	2	jacobs-ladder-script
several	ADJ	3	jacobs-ladder-script
occasional	ADJ	4	jacobs-ladder-script
open	ADJ	36	jacobs-ladder-script
tense	ADJ	8	jacobs-ladder-script
insensitive	ADJ	2	jacobs-ladder-script
ready	ADJ	8	jacobs-ladder-script
strange	ADJ	3	jacobs-ladder-script
human	ADJ	4	jacobs-ladder-script
angry	ADJ	3	jacobs-ladder-script
fucking	ADJ	4	jacobs-ladder-script
gettin	ADJ	0	jacobs-ladder-script
furious	ADJ	3	jacobs-ladder-script
goddamn	ADJ	3	jacobs-ladder-script
own	ADJ	2	jacobs-ladder-script
ungrateful	ADJ	2	jacobs-ladder-script
open	ADJ	36	jacobs-ladder-script
occasional	ADJ	4	jacobs-ladder-script
front	ADJ	13	jacobs-ladder-script
furious	ADJ	3	jacobs-ladder-script
great	ADJ	7	jacobs-ladder-script
open	ADJ	36	jacobs-ladder-script
huge	ADJ	1	jacobs-ladder-script
sharp	ADJ	15	jacobs-ladder-script
hooved	ADJ	1	jacobs-ladder-script
full	ADJ	13	jacobs-ladder-script
entire	ADJ	5	jacobs-ladder-script
violent	ADJ	5	jacobs-ladder-script
whole	ADJ	8	jacobs-ladder-script
continental	ADJ	4	jacobs-ladder-script
horrible	ADJ	1	jacobs-ladder-script
other	ADJ	4	jacobs-ladder-script
dark	ADJ	16	jacobs-ladder-script
raw	ADJ	14	jacobs-ladder-script
dazzling	ADJ	4	jacobs-ladder-script
intense	ADJ	3	jacobs-ladder-script
forward	ADJ	12	jacobs-ladder-script
absolute	ADJ	6	jacobs-ladder-script
quiet	ADJ	13	jacobs-ladder-script
pastel	ADJ	3	jacobs-ladder-script
colored	ADJ	11	jacobs-ladder-script
new	ADJ	12	jacobs-ladder-script
intricate	ADJ	1	jacobs-ladder-script
stunning	ADJ	7	jacobs-ladder-script
bright	ADJ	11	jacobs-ladder-script
vivid	ADJ	4	jacobs-ladder-script
solid	ADJ	18	jacobs-ladder-script
vast	ADJ	1	jacobs-ladder-script
mythic	ADJ	2	jacobs-ladder-script
intense	ADJ	3	jacobs-ladder-script
shimmering	ADJ	2	jacobs-ladder-script
sudden	ADJ	1	jacobs-ladder-script
full	ADJ	13	jacobs-ladder-script
plastic	ADJ	5	jacobs-ladder-script
dimensional	ADJ	2	jacobs-ladder-script
very	ADJ	4	jacobs-ladder-script
own	ADJ	2	jacobs-ladder-script
inner	ADJ	6	jacobs-ladder-script
transcendental	ADJ	2	jacobs-ladder-script
extraordinary	ADJ	3	jacobs-ladder-script
joyous	ADJ	1	jacobs-ladder-script
such	ADJ	2	jacobs-ladder-script
intense	ADJ	3	jacobs-ladder-script
intense	ADJ	3	jacobs-ladder-script
pure	ADJ	7	jacobs-ladder-script
many	ADJ	1	jacobs-ladder-script
postal	ADJ	1	jacobs-ladder-script
wrong	ADJ	13	jacobs-ladder-script
right	ADJ	36	jacobs-ladder-script
okay	ADJ	4	jacobs-ladder-script
upset	ADJ	17	jacobs-ladder-script
angry	ADJ	3	jacobs-ladder-script
upset	ADJ	17	jacobs-ladder-script
tired	ADJ	6	jacobs-ladder-script
terrible	ADJ	4	jacobs-ladder-script
concerned	ADJ	5	jacobs-ladder-script
bad	ADJ	17	jacobs-ladder-script
happenin	ADJ	0	jacobs-ladder-script
innocent	ADJ	8	jacobs-ladder-script
angry	ADJ	3	jacobs-ladder-script
funny	ADJ	5	jacobs-ladder-script
more	ADJ	5	jacobs-ladder-script
quiet	ADJ	13	jacobs-ladder-script
close	ADJ	37	jacobs-ladder-script
few	ADJ	2	jacobs-ladder-script
open	ADJ	36	jacobs-ladder-script
hideous	ADJ	2	jacobs-ladder-script
ready	ADJ	8	jacobs-ladder-script
sorry	ADJ	4	jacobs-ladder-script
comfortable	ADJ	5	jacobs-ladder-script
cozy	ADJ	4	jacobs-ladder-script
surprised	ADJ	4	jacobs-ladder-script
old	ADJ	9	jacobs-ladder-script
surprised	ADJ	4	jacobs-ladder-script
startled	ADJ	3	jacobs-ladder-script
usual	ADJ	2	jacobs-ladder-script
large	ADJ	11	jacobs-ladder-script
imposing	ADJ	5	jacobs-ladder-script
nervous	ADJ	5	jacobs-ladder-script
frightening	ADJ	4	jacobs-ladder-script
powerful	ADJ	6	jacobs-ladder-script
nervous	ADJ	5	jacobs-ladder-script
conscious	ADJ	3	jacobs-ladder-script
first	ADJ	16	jacobs-ladder-script
inner	ADJ	6	jacobs-ladder-script
human	ADJ	4	jacobs-ladder-script
remarkable	ADJ	2	jacobs-ladder-script
pointed	ADJ	16	jacobs-ladder-script
wrong	ADJ	13	jacobs-ladder-script
romantic	ADJ	5	jacobs-ladder-script
open	ADJ	36	jacobs-ladder-script
huge	ADJ	1	jacobs-ladder-script
light	ADJ	47	jacobs-ladder-script
open	ADJ	36	jacobs-ladder-script
fiery	ADJ	3	jacobs-ladder-script
new	ADJ	12	jacobs-ladder-script
demonic	ADJ	1	jacobs-ladder-script
many	ADJ	1	jacobs-ladder-script
many	ADJ	1	jacobs-ladder-script
consummate	ADJ	5	jacobs-ladder-script
total	ADJ	7	jacobs-ladder-script
unrelieved	ADJ	1	jacobs-ladder-script
transfigured	ADJ	2	jacobs-ladder-script
demonic	ADJ	1	jacobs-ladder-script
black	ADJ	22	jacobs-ladder-script
thick	ADJ	13	jacobs-ladder-script
oozing	ADJ	4	jacobs-ladder-script
recognizable	ADJ	2	jacobs-ladder-script
like	ADJ	11	jacobs-ladder-script
green	ADJ	14	jacobs-ladder-script
terrible	ADJ	4	jacobs-ladder-script
powerful	ADJ	6	jacobs-ladder-script
spiked	ADJ	7	jacobs-ladder-script
long	ADJ	12	jacobs-ladder-script
thick	ADJ	13	jacobs-ladder-script
muscular	ADJ	4	jacobs-ladder-script
devastating	ADJ	5	jacobs-ladder-script
sudden	ADJ	1	jacobs-ladder-script
dark	ADJ	16	jacobs-ladder-script
breathless	ADJ	3	jacobs-ladder-script
huge	ADJ	1	jacobs-ladder-script
other	ADJ	4	jacobs-ladder-script
other	ADJ	4	jacobs-ladder-script
whole	ADJ	8	jacobs-ladder-script
full	ADJ	13	jacobs-ladder-script
devastating	ADJ	5	jacobs-ladder-script
very	ADJ	4	jacobs-ladder-script
animalistic	ADJ	1	jacobs-ladder-script
giant	ADJ	8	jacobs-ladder-script
delicate	ADJ	7	jacobs-ladder-script
last	ADJ	21	jacobs-ladder-script
fiery	ADJ	3	jacobs-ladder-script
awesome	ADJ	1	jacobs-ladder-script
rocky	ADJ	4	jacobs-ladder-script
much	ADJ	7	jacobs-ladder-script
huge	ADJ	1	jacobs-ladder-script
powerful	ADJ	6	jacobs-ladder-script
such	ADJ	2	jacobs-ladder-script
entire	ADJ	5	jacobs-ladder-script
massive	ADJ	4	jacobs-ladder-script
whole	ADJ	8	jacobs-ladder-script
next	ADJ	4	jacobs-ladder-script
new	ADJ	12	jacobs-ladder-script
new	ADJ	12	jacobs-ladder-script
rapid	ADJ	3	jacobs-ladder-script
gelatinous	ADJ	1	jacobs-ladder-script
translucent	ADJ	1	jacobs-ladder-script
new	ADJ	12	jacobs-ladder-script
terrible	ADJ	4	jacobs-ladder-script
own	ADJ	2	jacobs-ladder-script
own	ADJ	2	jacobs-ladder-script
first	ADJ	16	jacobs-ladder-script
like	ADJ	11	jacobs-ladder-script
oily	ADJ	4	jacobs-ladder-script
shallow	ADJ	6	jacobs-ladder-script
smoky	ADJ	2	jacobs-ladder-script
alone	ADJ	6	jacobs-ladder-script
quiet	ADJ	13	jacobs-ladder-script
only	ADJ	9	jacobs-ladder-script
own	ADJ	2	jacobs-ladder-script
next	ADJ	4	jacobs-ladder-script
terrible	ADJ	4	jacobs-ladder-script
subtle	ADJ	3	jacobs-ladder-script
spontaneous	ADJ	2	jacobs-ladder-script
low	ADJ	16	jacobs-ladder-script
wild	ADJ	17	jacobs-ladder-script
total	ADJ	7	jacobs-ladder-script
black	ADJ	22	jacobs-ladder-script
motionless	ADJ	1	jacobs-ladder-script
absolute	ADJ	6	jacobs-ladder-script
total	ADJ	7	jacobs-ladder-script
quiet	ADJ	13	jacobs-ladder-script
dark	ADJ	16	jacobs-ladder-script
buddhist	ADJ	2	jacobs-ladder-script
sudden	ADJ	1	jacobs-ladder-script
brittle	ADJ	4	jacobs-ladder-script
motionless	ADJ	1	jacobs-ladder-script
orange	ADJ	6	jacobs-ladder-script
final	ADJ	5	jacobs-ladder-script
dark	ADJ	16	jacobs-ladder-script
possible	ADJ	4	jacobs-ladder-script
eerie	ADJ	2	jacobs-ladder-script
unfamiliar	ADJ	1	jacobs-ladder-script
unrecognizable	ADJ	1	jacobs-ladder-script
shocking	ADJ	9	jacobs-ladder-script
alive	ADJ	7	jacobs-ladder-script
conscious	ADJ	3	jacobs-ladder-script
first	ADJ	16	jacobs-ladder-script
new	ADJ	12	jacobs-ladder-script
dark	ADJ	16	jacobs-ladder-script
preternatural	ADJ	2	jacobs-ladder-script
huge	ADJ	1	jacobs-ladder-script
open	ADJ	36	jacobs-ladder-script
familiar	ADJ	7	jacobs-ladder-script
dark	ADJ	16	jacobs-ladder-script
same	ADJ	6	jacobs-ladder-script
new	ADJ	12	jacobs-ladder-script
sudden	ADJ	1	jacobs-ladder-script
soft	ADJ	20	jacobs-ladder-script
gentle	ADJ	10	jacobs-ladder-script
radiant	ADJ	1	jacobs-ladder-script
dark	ADJ	16	jacobs-ladder-script
gentle	ADJ	10	jacobs-ladder-script
charred	ADJ	2	jacobs-ladder-script
unexpected	ADJ	1	jacobs-ladder-script
whole	ADJ	8	jacobs-ladder-script
quick	ADJ	8	jacobs-ladder-script
astounding	ADJ	3	jacobs-ladder-script
sparkle	ADJ	7	jacobs-ladder-script
burst-	ADJ	0	jacobs-ladder-script
ing	ADJ	0	jacobs-ladder-script
old	ADJ	9	jacobs-ladder-script
black	ADJ	22	jacobs-ladder-script
sudden	ADJ	1	jacobs-ladder-script
light	ADJ	47	jacobs-ladder-script
huge	ADJ	1	jacobs-ladder-script
gigantic	ADJ	1	jacobs-ladder-script
old	ADJ	9	jacobs-ladder-script
radiant	ADJ	1	jacobs-ladder-script
light	ADJ	47	jacobs-ladder-script
transfigured	ADJ	2	jacobs-ladder-script
own	ADJ	2	jacobs-ladder-script
own	ADJ	2	jacobs-ladder-script
majestic	ADJ	3	jacobs-ladder-script
biblical	ADJ	2	jacobs-ladder-script
great	ADJ	7	jacobs-ladder-script
vast	ADJ	1	jacobs-ladder-script
cloud	ADJ	14	jacobs-ladder-script
high	ADJ	18	jacobs-ladder-script
massive	ADJ	4	jacobs-ladder-script
light	ADJ	47	jacobs-ladder-script
unknown	ADJ	8	jacobs-ladder-script
infinite	ADJ	5	jacobs-ladder-script
many	ADJ	1	jacobs-ladder-script
open	ADJ	36	jacobs-ladder-script
brilliant	ADJ	6	jacobs-ladder-script
thrilling	ADJ	6	jacobs-ladder-script
own	ADJ	2	jacobs-ladder-script
inner	ADJ	6	jacobs-ladder-script
light	ADJ	47	jacobs-ladder-script
wondrous	ADJ	2	jacobs-ladder-script
fast	ADJ	15	jacobs-ladder-script
visible	ADJ	3	jacobs-ladder-script
starry	ADJ	1	jacobs-ladder-script
about	ADJ	8	jacobs-ladder-script
total	ADJ	7	jacobs-ladder-script
brilliant	ADJ	6	jacobs-ladder-script
small	ADJ	13	jacobs-ladder-script
light	ADJ	47	jacobs-ladder-script
overhead	ADJ	9	jacobs-ladder-script
surgical	ADJ	3	jacobs-ladder-script
somber	ADJ	2	jacobs-ladder-script
simple	ADJ	9	jacobs-ladder-script
final	ADJ	5	jacobs-ladder-script
large	ADJ	11	jacobs-ladder-script
green	ADJ	14	jacobs-ladder-script
other	ADJ	4	jacobs-ladder-script
young	ADJ	14	jacobs-ladder-script
vietnamese	ADJ	3	jacobs-ladder-script
bright	ADJ	11	jacobs-ladder-script
fresh	ADJ	13	jacobs-ladder-script
other	ADJ	4	shinning-dialogue
first	ADJ	16	shinning-dialogue
round	ADJ	25	shinning-dialogue
nice	ADJ	6	shinning-dialogue
good	ADJ	27	shinning-dialogue
good	ADJ	27	shinning-dialogue
little	ADJ	10	shinning-dialogue
new	ADJ	12	shinning-dialogue
different	ADJ	5	shinning-dialogue
silly	ADJ	5	shinning-dialogue
different	ADJ	5	shinning-dialogue
different	ADJ	5	shinning-dialogue
real	ADJ	13	shinning-dialogue
good	ADJ	27	shinning-dialogue
pleased	ADJ	5	shinning-dialogue
less	ADJ	5	shinning-dialogue
about	ADJ	8	shinning-dialogue
fantastic	ADJ	5	shinning-dialogue
enormous	ADJ	1	shinning-dialogue
open	ADJ	36	shinning-dialogue
feasible	ADJ	1	shinning-dialogue
clear	ADJ	45	shinning-dialogue
little	ADJ	10	shinning-dialogue
scenic	ADJ	2	shinning-dialogue
right	ADJ	36	shinning-dialogue
general	ADJ	10	shinning-dialogue
cruel	ADJ	1	shinning-dialogue
basic	ADJ	6	shinning-dialogue
costly	ADJ	2	shinning-dialogue
different	ADJ	5	shinning-dialogue
daily	ADJ	5	shinning-dialogue
fine	ADJ	10	shinning-dialogue
demanding	ADJ	7	shinning-dialogue
only	ADJ	9	shinning-dialogue
tremendous	ADJ	3	shinning-dialogue
new	ADJ	12	shinning-dialogue
good	ADJ	27	shinning-dialogue
great	ADJ	7	shinning-dialogue
other	ADJ	4	shinning-dialogue
melodramatic	ADJ	2	shinning-dialogue
few	ADJ	2	shinning-dialogue
second	ADJ	15	shinning-dialogue
little	ADJ	10	shinning-dialogue
good	ADJ	27	shinning-dialogue
good	ADJ	27	shinning-dialogue
normal	ADJ	5	shinning-dialogue
complete	ADJ	10	shinning-dialogue
mental	ADJ	5	shinning-dialogue
old	ADJ	9	shinning-dialogue
claustrophobic	ADJ	2	shinning-dialogue
long	ADJ	12	shinning-dialogue
hard	ADJ	22	shinning-dialogue
sure	ADJ	10	shinning-dialogue
fascinated	ADJ	4	shinning-dialogue
confirmed	ADJ	7	shinning-dialogue
open	ADJ	36	shinning-dialogue
few	ADJ	2	shinning-dialogue
great	ADJ	7	shinning-dialogue
awful	ADJ	7	shinning-dialogue
beautiful	ADJ	2	shinning-dialogue
little	ADJ	10	shinning-dialogue
black	ADJ	22	shinning-dialogue
good	ADJ	27	shinning-dialogue
other	ADJ	4	shinning-dialogue
good	ADJ	27	shinning-dialogue
funny	ADJ	5	shinning-dialogue
bright	ADJ	11	shinning-dialogue
strange	ADJ	3	shinning-dialogue
next	ADJ	4	shinning-dialogue
little	ADJ	10	shinning-dialogue
imaginary	ADJ	2	shinning-dialogue
fine	ADJ	10	shinning-dialogue
other	ADJ	4	shinning-dialogue
few	ADJ	2	shinning-dialogue
okay	ADJ	4	shinning-dialogue
sure	ADJ	10	shinning-dialogue
wrong	ADJ	13	shinning-dialogue
fine	ADJ	10	shinning-dialogue
uncommon	ADJ	2	shinning-dialogue
bad	ADJ	17	shinning-dialogue
most	ADJ	5	shinning-dialogue
emotional	ADJ	4	shinning-dialogue
akin	ADJ	2	shinning-dialogue
sure	ADJ	10	shinning-dialogue
right	ADJ	36	shinning-dialogue
light	ADJ	47	shinning-dialogue
imaginary	ADJ	2	shinning-dialogue
first	ADJ	16	shinning-dialogue
great	ADJ	7	shinning-dialogue
particular	ADJ	9	shinning-dialogue
much	ADJ	7	shinning-dialogue
good	ADJ	27	shinning-dialogue
high	ADJ	18	shinning-dialogue
different	ADJ	5	shinning-dialogue
hungry	ADJ	2	shinning-dialogue
okay	ADJ	4	shinning-dialogue
alive	ADJ	7	shinning-dialogue
other	ADJ	4	shinning-dialogue
okay	ADJ	4	shinning-dialogue
first	ADJ	16	shinning-dialogue
good	ADJ	27	shinning-dialogue
glad	ADJ	5	shinning-dialogue
quick	ADJ	8	shinning-dialogue
beautiful	ADJ	2	shinning-dialogue
fantastic	ADJ	5	shinning-dialogue
hon	ADJ	0	shinning-dialogue
indian	ADJ	5	shinning-dialogue
authentic	ADJ	2	shinning-dialogue
gorgeous	ADJ	1	shinning-dialogue
gorgeous	ADJ	1	shinning-dialogue
old	ADJ	9	shinning-dialogue
illustrious	ADJ	2	shinning-dialogue
good	ADJ	27	shinning-dialogue
open	ADJ	36	shinning-dialogue
open	ADJ	36	shinning-dialogue
other	ADJ	4	shinning-dialogue
heated	ADJ	6	shinning-dialogue
small	ADJ	13	shinning-dialogue
small	ADJ	13	shinning-dialogue
easy	ADJ	15	shinning-dialogue
famous	ADJ	1	shinning-dialogue
high	ADJ	18	shinning-dialogue
old	ADJ	9	shinning-dialogue
indian	ADJ	5	shinning-dialogue
few	ADJ	2	shinning-dialogue
indian	ADJ	5	shinning-dialogue
red	ADJ	7	shinning-dialogue
fine	ADJ	10	shinning-dialogue
last	ADJ	21	shinning-dialogue
beautiful	ADJ	2	shinning-dialogue
pink	ADJ	7	shinning-dialogue
favorite	ADJ	5	shinning-dialogue
gold	ADJ	7	shinning-dialogue
closed	ADJ	26	shinning-dialogue
good	ADJ	27	shinning-dialogue
afraid	ADJ	4	shinning-dialogue
own	ADJ	2	shinning-dialogue
shuttered	ADJ	2	shinning-dialogue
great	ADJ	7	shinning-dialogue
wonderful	ADJ	1	shinning-dialogue
tired	ADJ	6	shinning-dialogue
ready	ADJ	8	shinning-dialogue
good	ADJ	27	shinning-dialogue
nice	ADJ	6	shinning-dialogue
big	ADJ	17	shinning-dialogue
big	ADJ	17	shinning-dialogue
whole	ADJ	8	shinning-dialogue
enormous	ADJ	1	shinning-dialogue
big	ADJ	17	shinning-dialogue
sure	ADJ	10	shinning-dialogue
whole	ADJ	8	shinning-dialogue
same	ADJ	6	shinning-dialogue
various	ADJ	4	shinning-dialogue
favorite	ADJ	5	shinning-dialogue
possible	ADJ	4	shinning-dialogue
hot	ADJ	21	shinning-dialogue
cold	ADJ	16	shinning-dialogue
black	ADJ	22	shinning-dialogue
open	ADJ	36	shinning-dialogue
regular	ADJ	17	shinning-dialogue
happy	ADJ	4	shinning-dialogue
fine	ADJ	10	shinning-dialogue
few	ADJ	2	shinning-dialogue
good	ADJ	27	shinning-dialogue
amazing	ADJ	4	shinning-dialogue
much	ADJ	7	shinning-dialogue
last	ADJ	21	shinning-dialogue
hectic	ADJ	1	shinning-dialogue
possible	ADJ	4	shinning-dialogue
little	ADJ	10	shinning-dialogue
long	ADJ	12	shinning-dialogue
only	ADJ	9	shinning-dialogue
other	ADJ	4	shinning-dialogue
able	ADJ	4	shinning-dialogue
little	ADJ	10	shinning-dialogue
scared	ADJ	4	shinning-dialogue
scared	ADJ	4	shinning-dialogue
bad	ADJ	17	shinning-dialogue
other	ADJ	4	shinning-dialogue
long	ADJ	12	shinning-dialogue
